id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
1338,Kenneth Slessor and the Chinese,Dennis Haskell,17.4,kenneth-slessor-and-the-dennis-haskell-17-4.pdf,1996-10-01,kenneth-slessor-and-the-chinese,essay,https://www.australianliterarystudies.com.au/articles/kenneth-slessor-and-the-chinese
1339,Thoughts on Some Recent Poetry,Dennis Haskell,8.2,thoughts-on-some-recent-dennis-haskell-8-2.pdf,1977-10-01,thoughts-on-some-recent-poetry,essay,https://www.australianliterarystudies.com.au/articles/thoughts-on-some-recent-poetry
1340,Here Beyond My Knowing,Alan Gould,12.1,here-beyond-my-knowing-alan-gould-12-1.pdf,1985-05-01,here-beyond-my-knowing,essay,https://www.australianliterarystudies.com.au/articles/here-beyond-my-knowing
1341,Country Poetry and Town Poetry: A Debate,"Don Anderson, Les Murray, Peter Porter",9.1,country-poetry-and-town-peter-porter-les-murray-9-1.pdf,1979-05-01,country-poetry-and-town-poetry-a-debate,essay,https://www.australianliterarystudies.com.au/articles/country-poetry-and-town-poetry-a-debate
1342,Interviewed by Martin Harrison,"Martin Harrison, Peter Porter, Peter Porter",11.4,interviewed-by-martin-harrison-peter-porter-peter-porter-11-4.pdf,1984-10-01,interviewed-by-martin-harrison,essay,https://www.australianliterarystudies.com.au/articles/interviewed-by-martin-harrison
1343,Markers to the Millennium : Thomas Shapcott’s Poetry: A Retrospective,Peter Porter,14.4,review-by-peter-porter-14-4.pdf,1990-10-01,markers-to-the-millennium-thomas-shapcotts-poetry-a-retrospective,review,https://www.australianliterarystudies.com.au/articles/markers-to-the-millennium-thomas-shapcotts-poetry-a-retrospective
1344,Daemonic Currents in Dorothy Porter’s Poetry,Felicity Plunkett,25.1,daemonic-currents-in-dorothy-felicity-plunkett-25-1.pdf,2010-05-01,daemonic-currents-in-dorothy-porters-poetry,essay,https://www.australianliterarystudies.com.au/articles/daemonic-currents-in-dorothy-porters-poetry
1345,Interview with David Malouf,"David Malouf, Brigid Rooney",25.1,interview-with-david-malouf-david-malouf-25-1.pdf,2010-05-01,interview-with-david-malouf,essay,https://www.australianliterarystudies.com.au/articles/interview-with-david-malouf
1346,Tranter’s Plots,Kate Lilley,14.1,tranters-plots-kate-lilley-14-1.pdf,1989-05-01,tranters-plots,essay,https://www.australianliterarystudies.com.au/articles/tranters-plots
1347,Italian Immigrants in Australian Fiction 1900-1950,Roslyn Pesman Cooper,16.1,italian-immigrants-in-australian-roslyn-pesman-cooper-16-1.pdf,1993-05-01,italian-immigrants-in-australian-fiction-1900-1950,essay,https://www.australianliterarystudies.com.au/articles/italian-immigrants-in-australian-fiction-1900-1950
1348,"Review of Australia on the Popular Stage: 1829-1929, by Margaret Williams",Elizabeth Webby,11.3,review-by-elizabeth-webby-11-3.pdf,1984-05-01,review-by-elizabeth-webby123456,review,https://www.australianliterarystudies.com.au/articles/review-by-elizabeth-webby123456
1349,Walter and Mary Richardson’s Letters and The Fortunes of Richard Mahony,Elizabeth Webby,18.3,walter-and-mary-richardsons-elizabeth-webby-18-3.pdf,1998-05-01,walter-and-mary-richardsons-letters-and-the-fortunes-of-richard-mahony,essay,https://www.australianliterarystudies.com.au/articles/walter-and-mary-richardsons-letters-and-the-fortunes-of-richard-mahony
1350,Re-Writing Woman: Genre Politics and Female Identity in Kate Grenville’s Dreamhouse,Susan Midalia,16.1,re-writing-woman-genre-politics-susan-midalia-16-1.pdf,1993-05-01,re-writing-woman-genre-politics-and-female-identity-in-kate-grenvilles-dreamhouse,essay,https://www.australianliterarystudies.com.au/articles/re-writing-woman-genre-politics-and-female-identity-in-kate-grenvilles-dreamhouse
1351,"Writers Behaving Badly : Stead, Bourdieu and Australian Literary Culture",Brigid Rooney,20.1,writers-behaving-badly-brigid-rooney-20-1.pdf,2001-05-01,writers-behaving-badly-stead-bourdieu-and-australian-literary-culture,essay,https://www.australianliterarystudies.com.au/articles/writers-behaving-badly-stead-bourdieu-and-australian-literary-culture
1352,Authors’ Statements [Anna Couani],Anna Couani,10.2,authors-statements-anna-couani-anna-couani-10-2.pdf,1981-10-01,authors-statements-anna-couani,essay,https://www.australianliterarystudies.com.au/articles/authors-statements-anna-couani
1353,Review by John McLaren,John McLaren,16.1,review-by-john-mclaren-16-1.pdf,1993-05-01,review-by-john-mclaren,review,https://www.australianliterarystudies.com.au/articles/review-by-john-mclaren
1354,The British Tradition in John Morrison’s Radical Nationalism,John McLaren,20.3,the-british-tradition-in-john-mclaren-20-3.pdf,2002-05-01,the-british-tradition-in-john-morrisons-radical-nationalism,essay,https://www.australianliterarystudies.com.au/articles/the-british-tradition-in-john-morrisons-radical-nationalism
1355,The Language of Music: Helen Garner’s The Children’s Bach,Bill Ashcroft,14.4,the-language-of-music-bill-ashcroft-14-4.pdf,1990-10-01,the-language-of-music-helen-garners-the-childrens-bach,essay,https://www.australianliterarystudies.com.au/articles/the-language-of-music-helen-garners-the-childrens-bach
1356,Helen Garner’s ‘Monkey Grip’: The Construction of an Author and Her Work,Kevin Brophy,15.4,helen-garners-monkey-grip-kevin-brophy-15-4.pdf,1992-10-01,helen-garners-monkey-grip-the-construction-of-an-author-and-her-work,essay,https://www.australianliterarystudies.com.au/articles/helen-garners-monkey-grip-the-construction-of-an-author-and-her-work
1357,Remember Love and Struggle? Reading Jean Devanny’s Sugar Heaven in Contemporary Australian Contexts,Nicole Moore,21.3,remember-love-and-struggle-nicole-moore-21-3.pdf,2004-05-01,remember-love-and-struggle-reading-jean-devannys-sugar-heaven-in-contemporary-australian-contexts,essay,https://www.australianliterarystudies.com.au/articles/remember-love-and-struggle-reading-jean-devannys-sugar-heaven-in-contemporary-australian-contexts
1358,Some Henry Lawson Letters to Edward Garnett,Bernard Hickey,12.1,some-henry-lawson-letters-bernard-hickey-12-1.pdf,1985-05-01,some-henry-lawson-letters-to-edward-garnett,essay,https://www.australianliterarystudies.com.au/articles/some-henry-lawson-letters-to-edward-garnett
1359,Some Previously Unpublished Lawson Material in Australian Libraries,Brian Kiernan,10.4,some-previously-unpublished-lawson-brian-kiernan-10-4.pdf,1982-10-01,some-previously-unpublished-lawson-material-in-australian-libraries,essay,https://www.australianliterarystudies.com.au/articles/some-previously-unpublished-lawson-material-in-australian-libraries
1360,‘What Has He Done For Our National Spirit?’ - A Note On Lawson Criticism,John Barnes,8.4,what-has-he-done-john-barnes-8-4.pdf,1978-10-01,what-has-he-done-for-our-national-spirit-a-note-on-lawson-criticism,essay,https://www.australianliterarystudies.com.au/articles/what-has-he-done-for-our-national-spirit-a-note-on-lawson-criticism
1361,Two Lost Poems by Henry Lawson about the Boer War,Charles Ferrall,26.1,two-lost-poems-by-charles-ferrall-26-1.pdf,2011-05-01,two-lost-poems-by-henry-lawson-about-the-boer-war,essay,https://www.australianliterarystudies.com.au/articles/two-lost-poems-by-henry-lawson-about-the-boer-war
1362,Narrative Technique in Lawson,Douglas R. Garvis,9.3,narrative-technique-in-lawson-douglas-r-garvis-9-3.pdf,1980-05-01,narrative-technique-in-lawson,essay,https://www.australianliterarystudies.com.au/articles/narrative-technique-in-lawson
1363,War Correspondents in Australian Literature : An Outline,Clement Semmler,12.2,war-correspondents-in-australian-clement-semmler-12-2.pdf,1985-10-01,war-correspondents-in-australian-literature-an-outline,essay,https://www.australianliterarystudies.com.au/articles/war-correspondents-in-australian-literature-an-outline
1364,Narcotic Entanglements: Recent Works of Australian Literary Criticism,Peter Pierce,16.3,review-by-peter-pierce-16-3.pdf,1994-05-01,narcotic-entanglements-recent-works-of-australian-literary-criticism,review,https://www.australianliterarystudies.com.au/articles/narcotic-entanglements-recent-works-of-australian-literary-criticism
1365,The Fiction of Gabrielle Lord,Peter Pierce,19.2,the-fiction-of-gabrielle-peter-pierce-19-2.pdf,1999-10-01,the-fiction-of-gabrielle-lord,essay,https://www.australianliterarystudies.com.au/articles/the-fiction-of-gabrielle-lord
1366,An Interview with Gabrielle Lord,"Gabrielle Lord, Peter Pierce",19.2,an-interview-with-gabrielle-gabrielle-lord-19-2.pdf,1999-10-01,an-interview-with-gabrielle-lord,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-gabrielle-lord
1367,How Australia’s Literary History Might be Written,Peter Pierce,11.1,how-australias-literary-history-peter-pierce-11-1.pdf,1983-05-01,how-australias-literary-history-might-be-written,essay,https://www.australianliterarystudies.com.au/articles/how-australias-literary-history-might-be-written
1368,Rolf Boldrewood’s War to the Knife : Narrative Form and Ideology in the Historical Novel,Robert Dixon,12.3,rolf-boldrewoods-war-to-robert-dixon-12-3.pdf,1986-05-01,rolf-boldrewoods-war-to-the-knife-narrative-form-and-ideology-in-the-historical-novel,essay,https://www.australianliterarystudies.com.au/articles/rolf-boldrewoods-war-to-the-knife-narrative-form-and-ideology-in-the-historical-novel
1369,"Mateship, Individualism and the Production of Character in Australian Fiction",Graeme Turner,11.4,mateship-individualism-and-the-graeme-turner-11-4.pdf,1984-10-01,mateship-individualism-and-the-production-of-character-in-australian-fiction,essay,https://www.australianliterarystudies.com.au/articles/mateship-individualism-and-the-production-of-character-in-australian-fiction
1370,"Textual Phantasmagoria : Marcus Clarke, Light Literature and the Colonial Uncanny",Andrew McCann,21.2,textual-phantasmagoria-marcus-andrew-mccann-21-2.pdf,2003-10-01,textual-phantasmagoria-marcus-clarke-light-literature-and-the-colonial-uncanny,essay,https://www.australianliterarystudies.com.au/articles/textual-phantasmagoria-marcus-clarke-light-literature-and-the-colonial-uncanny
1371,Marcus Clarke and the Society of the Spectacle: Reflections on Writing and Commodity Captialism in Nineteenth-Century Melbourne,Andrew McCann,17.3,marcus-clarke-and-the-andrew-mccann-17-3.pdf,1996-05-01,marcus-clarke-and-the-society-of-the-spectacle-reflections-on-writing-and-commodity-captialism-in-nineteenth-century-melbourne,essay,https://www.australianliterarystudies.com.au/articles/marcus-clarke-and-the-society-of-the-spectacle-reflections-on-writing-and-commodity-captialism-in-nineteenth-century-melbourne
1372,"Henry Kendall’s Twofold Life : Sin, Shame and the Experience of Colonial Poetry",Andrew McCann,25.3,henry-kendalls-twofold-life-andrew-mccann-25-3.pdf,2010-10-01,henry-kendalls-twofold-life-sin-shame-and-the-experience-of-colonial-poetry,essay,https://www.australianliterarystudies.com.au/articles/henry-kendalls-twofold-life-sin-shame-and-the-experience-of-colonial-poetry
1373,"Colonial Gothic : Morbid Anatomy, Commodification and Critique in Marcus Clarke’s ‘The Mystery of Major Molineux’",Andrew McCann,19.4,colonial-gothic-morbid-andrew-mccann-19-4.pdf,2000-10-01,colonial-gothic-morbid-anatomy-commodification-and-critique-in-marcus-clarkes-the-mystery-of-major-molineux,essay,https://www.australianliterarystudies.com.au/articles/colonial-gothic-morbid-anatomy-commodification-and-critique-in-marcus-clarkes-the-mystery-of-major-molineux
1374,Unknown Australia : Rosa Praed’s Vanished Race,Andrew McCann,22.1,unknown-australia-rosa-andrew-mccann-22-1.pdf,2005-05-01,unknown-australia-rosa-praeds-vanished-race,essay,https://www.australianliterarystudies.com.au/articles/unknown-australia-rosa-praeds-vanished-race
1375,"Man, Work and Country: The Production of Henry Lawson",Christopher Lee,15.3,man-work-and-country-christopher-lee-15-3.pdf,1992-05-01,man-work-and-country-the-production-of-henry-lawson,essay,https://www.australianliterarystudies.com.au/articles/man-work-and-country-the-production-of-henry-lawson
1376,Louisa and Henry and Gertie and the Drover’s Wife,Brian Matthews,9.3,louisa-and-henry-and-brian-matthews-9-3.pdf,1980-05-01,louisa-and-henry-and-gertie-and-the-drovers-wife,essay,https://www.australianliterarystudies.com.au/articles/louisa-and-henry-and-gertie-and-the-drovers-wife
1377,Ways of Seeing : Henry Lawson’s ‘Going Blind’,Brian Kiernan,9.3,ways-of-seeing-brian-kiernan-9-3.pdf,1980-05-01,ways-of-seeing-henry-lawsons-going-blind,essay,https://www.australianliterarystudies.com.au/articles/ways-of-seeing-henry-lawsons-going-blind
1378,Christos Tsiolkas and the Pornographic Logic of Commodity Capitalism,Andrew McCann,25.1,christos-tsiolkas-and-the-andrew-mccann-25-1.pdf,2010-05-01,christos-tsiolkas-and-the-pornographic-logic-of-commodity-capitalism,essay,https://www.australianliterarystudies.com.au/articles/christos-tsiolkas-and-the-pornographic-logic-of-commodity-capitalism
1379,Henry Lawson and the ‘Labour Leader’,Anne Cranny-Francis,11.2,henry-lawson-and-the-anne-cranny-francis-11-2.pdf,1983-10-01,henry-lawson-and-the-labour-leader,essay,https://www.australianliterarystudies.com.au/articles/henry-lawson-and-the-labour-leader
1380,After 925,Peter Murphy,12.3,after-925-peter-murphy-12-3.pdf,1986-05-01,after-925,essay,https://www.australianliterarystudies.com.au/articles/after-925
1381,The ‘Literary Photographs’ of Henry Lawson,Peter Quartermaine,8.4,the-literary-photographs-of-peter-quartermaine-8-4.pdf,1978-10-01,the-literary-photographs-of-henry-lawson,essay,https://www.australianliterarystudies.com.au/articles/the-literary-photographs-of-henry-lawson
1382,The Craftsmanship of Lawson Revisited,Livio Dobrez,7.4,the-craftsmanship-of-lawson-livio-dobrez-7-4.pdf,1976-10-01,the-craftsmanship-of-lawson-revisited,essay,https://www.australianliterarystudies.com.au/articles/the-craftsmanship-of-lawson-revisited
1383,A Gift Recovered : A Henry Lawson Inscription,Cliff Hanna,10.4,a-gift-recovered-cliff-hanna-10-4.pdf,1982-10-01,a-gift-recovered-a-henry-lawson-inscription,essay,https://www.australianliterarystudies.com.au/articles/a-gift-recovered-a-henry-lawson-inscription
1384,Pacifying the Socialist : The ‘Reform’ of Henry Lawson’s ‘The Hymn of the Socialists’,Anne Cranny-Francis,10.4,pacifying-the-socialist-anne-cranny-francis-10-4.pdf,1982-10-01,pacifying-the-socialist-the-reform-of-henry-lawsons-the-hymn-of-the-socialists,essay,https://www.australianliterarystudies.com.au/articles/pacifying-the-socialist-the-reform-of-henry-lawsons-the-hymn-of-the-socialists
1385,A Correction,Brian Kiernan,11.1,a-correction-brian-kiernan-11-1.pdf,1983-05-01,a-correction,essay,https://www.australianliterarystudies.com.au/articles/a-correction
1386,"Lawson, The Bulletin and the Short Story",Douglas R. Jarvis,11.1,lawson-the-bulletin-and-douglas-r-jarvis-11-1.pdf,1983-05-01,lawson-the-bulletin-and-the-short-story,essay,https://www.australianliterarystudies.com.au/articles/lawson-the-bulletin-and-the-short-story
1387,"Review of *Peter Carey*, by Graham Huggan, and *Peter Carey*, by Bruce Woodcock",Peter Pierce,18.2,review-by-peter-pierce-18-2.pdf,1997-10-01,review-by-peter-pierce,review,https://www.australianliterarystudies.com.au/articles/review-by-peter-pierce
1388,Perceptions of the Enemy in Australian War Literature,Peter Pierce,12.2,perceptions-of-the-enemy-peter-pierce-12-2.pdf,1985-10-01,perceptions-of-the-enemy-in-australian-war-literature,essay,https://www.australianliterarystudies.com.au/articles/perceptions-of-the-enemy-in-australian-war-literature
1389,A Checklist of Australian Literature of the Vietnam War,Peter Pierce,12.2,a-checklist-of-australian-peter-pierce-12-2.pdf,1985-10-01,a-checklist-of-australian-literature-of-the-vietnam-war,essay,https://www.australianliterarystudies.com.au/articles/a-checklist-of-australian-literature-of-the-vietnam-war
1390,Review by Peter Pierce,Peter Pierce,18.3,review-by-peter-pierce-18-3.pdf,1998-05-01,review-by-peter-pierce1,review,https://www.australianliterarystudies.com.au/articles/review-by-peter-pierce1
1391,Review by Peter Pierce,Peter Pierce,15.4,review-by-peter-pierce-15-4.pdf,1992-10-01,review-by-peter-pierce12,review,https://www.australianliterarystudies.com.au/articles/review-by-peter-pierce12
